source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,l,b,pf,type_best_classification
5930353506443900672,249.7338208511608,-54.26264163868677,0.12567757429345752,0.0864381,2.0382841369480795,-3.9686841707279865,17.276697,332.33596766274695,-4.936745430740378,4.308759658267234,T2CEP
4108689483484834048,257.96808204178825,-26.69940755179263,0.09715930722049734,0.028424306,-3.1607065361711344,-2.0458051732284197,14.927,357.74729603767565,7.456695862829127,2.0367325138873813,ACEP
380736172047459456,9.424370770773313,40.059144628923065,-0.044219250038447455,0.8136823,-0.7246529959884032,-0.7397153863070667,20.52762,120.08176444263475,-22.736553027649794,8.515604443804571,DCEP
381301531480009984,10.928004635946756,41.7741087724319,-0.19510579592375205,0.5145492,1.6236884244828111,0.29178575607556834,20.103304,121.38832304275876,-21.074484505727497,21.770950301745945,DCEP
4688554632968750592,0.9054770114013287,-74.09706681316833,-0.03249481814093275,0.07498148,0.24194580584239078,-1.1755482059872053,17.567238,307.3551982094177,-42.61805586017665,,DCEP
4688918674428833152,10.534008953053991,-72.95244248044777,-0.022201359272274342,0.03758285,0.789006596939582,-1.273408665416664,16.30986,303.88198789192865,-44.15864424929068,2.747492507356215,DCEP
4688955198848440064,12.511521575484105,-72.86739235097275,0.028442498343124206,0.072268136,0.5548678651154885,-1.2036702118496247,17.582678,303.0750451097789,-44.260470857398815,1.5866055633048957,DCEP
958623063948528896,96.57660797910751,42.69892114811532,0.2050758047209008,0.017668242,-0.612953743476338,-4.217537314683264,13.326497,171.7008618407818,13.747481984165104,1.669934506646733,T2CEP
5351897660244618880,156.8180543614356,-56.855896105251134,0.1017236613455341,0.038564514,-5.522432134715774,3.086502265274908,15.81499,284.1654759036188,0.6683591078063966,3.750355349588364,DCEP
381124024773882368,9.82485260759261,40.47560291831122,1.3282439951286584,0.8419538,-0.20676083934428185,-0.6193973816294942,20.349073,120.43664188238907,-22.33732886891812,13.805547373932239,DCEP
4688821810002240768,9.820686810362274,-73.50755945559744,-0.0037317975614811795,0.06627692,0.6361086936098213,-1.213674048519789,17.56889,304.12256389235176,-43.5925788760058,,DCEP
5337578033169240448,169.81705003197686,-60.22261464754695,0.10535702487675337,0.018552564,-5.668914725826017,2.0454867855687624,14.592591,291.72227344761353,0.627694552951368,,DCEP
4688959871756061440,12.78217604878507,-72.89638420148893,0.0389230840049759,0.050651375,0.5269322564256381,-1.2364939358114162,16.983603,302.96364980666135,-44.231846748255876,,DCEP
5338215200143652992,163.78783366011064,-60.547722596948,0.24002847016426904,0.01239087,-5.7005603269355465,1.8356691759672001,11.512079,289.1077490739655,-0.8355122572846939,5.336376207265019,DCEP
4690540935100437888,16.934534653993563,-71.79069466100128,-0.02695036247544072,0.01595208,1.030067098001997,-1.29595547956419,14.61349,301.1233962506409,-45.280273152688935,11.163032939160635,DCEP
4056483090856524928,268.49762346626704,-29.776426253560007,0.11556538537810987,0.040670116,-3.899472294659607,-11.129989895736575,15.383991,0.21542830421719586,-1.9965159299645558,7.6960153514926954,T2CEP
511790368878996096,28.53706074788687,62.96292371333465,0.10233808289371175,0.014858752,-1.1238185079618954,0.385436357379588,13.999014,129.98863676152757,0.9535530275273175,,DCEP
5254097093074642944,159.834649088274,-61.1524314062913,0.3854811329203991,0.012195961,-6.0899754916244815,2.627280999796401,8.853682,287.6744255002172,-2.256510839817239,9.198734625781489,DCEP
4685905325402451712,15.172090695751553,-73.11065445519314,-0.05313449864022746,0.040370107,0.8132280764330344,-1.2101958015576695,16.570574,301.99811080490497,-44.00081935263025,2.987944953350529,DCEP
4685929205382789376,12.677926163273037,-73.26331531069387,0.09243727710115619,0.07848617,0.5741853327236884,-1.2705214121428454,17.746775,303.0044364486242,-43.86483243675699,,DCEP
4685939891266341504,12.999309210229127,-73.10569823351761,-0.11425395191004381,0.052909333,0.8125203374076149,-1.3351233398909061,17.025902,302.87540883428244,-44.0224903953543,,DCEP
4685952948011486464,12.794219997073009,-73.01910813673781,-0.2794083052081322,0.09933214,-0.4270311747192305,-0.17949922595762383,17.723251,302.9584645005616,-44.10912840920424,1.6118557186912124,DCEP
273618936069985408,68.53978447655105,53.3191250017665,0.14665524552198259,0.028780585,-0.2008656459248858,0.41172410790718506,15.223203,152.56451624883067,3.7810046873522976,14.967209633607453,T2CEP
272444829450300160,67.5779220120974,53.94017591109325,0.22509042630558013,0.015230715,0.5168398281036374,-0.47502010743584,11.908398,151.71947018864827,3.7861088510490135,6.569716592153157,DCEP
381306921663390848,11.046388827902469,41.8019370245118,0.06146906935636927,0.66664976,0.4585367918708109,-0.11175116662007127,20.45315,121.48379457322895,-21.049420162040843,16.087319692177505,T2CEP
4688857170502173312,11.549325608050227,-73.13003920162032,0.006799478773052887,0.046072673,0.7043843721465038,-1.3903109131553728,16.891533,303.4603681949857,-43.99283319329382,2.294319440027336,DCEP
4688960799489057536,12.558003679328335,-72.88435420542183,-0.04914636613880423,0.047820754,0.6542461323330138,-1.1804892820390103,16.777208,303.05577125217724,-44.24360580198342,,DCEP
2207194619812205440,343.7070555773798,62.277306888805086,0.07512497618340369,0.17116272,-1.9130151640385,-0.46127830464571884,18.758139,109.82245005069285,2.4111388773546256,1.8051176238607571,ACEP
2018669130619198976,293.6077109059174,22.43750515593263,-0.031850226692153795,0.06697206,-3.026153974751854,-5.763895580674415,16.14233,57.66402339436636,1.1818511108501415,4.681771869818653,DCEP
3329849043206545920,92.80659407647386,9.612491421504487,0.3755857892147162,0.020807447,-0.3919420569579664,-1.0106134768875352,8.668974,199.76622351129063,-4.417908820831319,8.618491368545602,DCEP
4688513057694509568,6.366063705488666,-73.53853822108962,0.07829150980696734,0.07544222,0.5331127550856098,-1.2500295804146344,17.54805,305.46239733232574,-43.46186462856338,1.4279830217772929,DCEP
